,name,lat,lon
143,"Eurasia, Kayseri",38.720489,35.48259700000001
144,日本秋葉原 / Румилия Эстер Прусская,35.7022589,139.7744733
145,Kraków,50.06465009999999,19.9449799
146,Azerbaijan,40.143105,47.576927
147,Україна Одеса,46.482526,30.7233095
148,"Estonia, Tallinn (Eesti Vabariik)",59.43696079999999,24.7535746
149,"Bydgoszcz, Polska",53.12348040000001,18.0084378
150,מכמנים,32.905865,35.32899099999999
151,Cuiabá  - mato grosso,-15.5954142,-56.0925824
152,"Украина, Одесса ",46.482526,30.7233095
153,愛知県東浦,34.9771086,136.9655438
154,Простаквашино,57.4256672,46.5740585
155,уральские горы,60.2784931,59.1619065
156,Polska,51.919438,19.145136
157,Belarus,53.709807,27.953389
158,"Kitchen, White House, D. C. ",38.9071923,-77.0368707
159,"Ukraine, Doneck",48.015883,37.80285
160,Cyprus,35.126413,33.429859
161,"New York, NY",40.7127753,-74.0059728
162,"Bath, England",51.3781018,-2.3596827
163,Toronto,43.653226,-79.3831843
164,Шри-Ланка,7.873053999999999,80.77179699999999
165,United States Of America,37.09024,-95.712891
166,"Rawalpindi, Pakistan",33.5651107,73.0169135
167,"Norrtälje, Sweden",59.7595841,18.7013584
168,"Hull, England",53.76762360000001,-0.3274198
169,"McLean, VA",38.9338676,-77.1772604
170,"Toulouse, Bellefontaine ",43.5629795,1.39879
171,"from Ufa #Bashkiria, in Munich",54.73479099999999,55.9578555
172,"London, England. ",51.5072178,-0.1275862
173,"Kyiv, Ukraine",50.4501,30.5234
174,"Иркутск, Россия",52.2854834,104.2890222
175,"Vienna, Austria",48.2081743,16.3738189
176,"Sopot, Poland",54.441581,18.5600956
177,"Amravati, India",20.9319821,77.7523039
178,ISTANBUL,41.0082376,28.9783589
179,Київ,50.4501,30.5234
180,Lahore ,31.5203696,74.35874729999999
181,TÜRKIYE,38.963745,35.243322
182,"Łódź, Polska",51.7592485,19.4559833
183,Україна Львів,49.839683,24.029717
184,"Тачикава, Токио, Нихон",35.7134355,139.4080089
185,"Kehl, Deutschland",48.5788725,7.8160821
186,"Sevenoaks, Kent, UK",51.27241000000001,0.190898
187,"München, Bayern",48.1351253,11.5819806
188,Kherson Oblast UKR,46.635417,32.616867
189,"Utrecht, Nederland",52.09073739999999,5.1214201
190,"Dolnośląskie, Polska",51.13398609999999,16.8841961
191,Херсон,46.635417,32.616867
192,"Калининград, Россия",54.7104264,20.4522144
193,Brno,49.1950602,16.6068371
194,Tbilisi,41.7151377,44.827096
195,"Reno, NV",39.529919,-119.8142691
196,Ter. Algonquin non cédé Ottawa,45.4215296,-75.69719309999999
197,b`town rock city,34.9733918,-85.35017719999999
198,Luhansk-Kharkiv,48.574041,39.307815
199,"Boston, MA, USA",42.3600825,-71.0588801
200,"Germany, France",51.165691,10.451526
201,"Норильск, Россия",69.35579,88.18929380000002
202,"Russia, Moscow",55.755826,37.6173
203,"Ukraine, Kiev",50.4501,30.5234
204,Lago di Garda,45.6049385,10.6351414
205,"Балашиха, Россия",55.7981904,37.9679867
206,"Haarlemmermeer, Nederland",52.3003784,4.6743594
207,Николаев,46.975033,31.994583
208,"Україна,Дніпро",48.464717,35.046183
209,"Zabki, Poland",52.2870682,21.1079604
210, nj belleville 2001,40.7936744,-74.15004689999999
211,Харьков,49.9935,36.230383
212,"Paris, France",48.856614,2.3522219
213,Latvia;Channel Islands,56.879635,24.603189
214,Baku,40.40926169999999,49.8670924
215,Россия Москва Крым Гурзуф ,55.3546149,37.5948525
216,"Braunschweig, Germany",52.2688736,10.5267696
217,Санкт-Петербург,59.9310584,30.3609097
218,Brussels,50.8476424,4.3571696
219,"UK, London",51.5072178,-0.1275862
220,Рим,41.9027835,12.4963655
221,Sagipora Sopore Baramulla J&K,34.2867629,74.4624013
222,"Ростов-на-Дону, Россия",47.2357137,39.701505
223,"Almaty, Kazakhstan",43.2220146,76.8512485
224,日本 京都,35.011564,135.7681489
225,"Tartu, Eesti",58.37798299999999,26.7290383
226,"Ventura County, California",34.3704884,-119.1390642
227,Park Avenue,40.8043256,-73.939393
228,Armenia,40.069099,45.038189
229,Иваново,57.0050671,40.9766453
230,"Aspen, CO",39.1910983,-106.8175387
231,«Озерне» бригада тактичної авіації,50.1801755,28.7362455
232,Deutschland Polska,51.165691,10.451526
233,Tokyo Japan,35.6761919,139.6503106
234,                 Washington DC,38.9071923,-77.0368707
235,Georgia,42.315407,43.35689199999999
236,Германия,51.165691,10.451526
237,Dnepr,51.2007528193065,32.6077797423156
238,"Georgia,tbilisi",41.7151377,44.827096
239,"دبي, الامارات العربية المتحدة",25.2048493,55.2707828
240,Buenos Aires,-34.6036844,-58.3815591
241,"Nairobi, Kenya",-1.2920659,36.8219462
242, Россия,61.52401,105.318756
243,"Усинск, Россия",65.9940081,57.55701060000001
244,Беларусь Минск,53.9006011,27.558972
245,Кам'янське,48.516033,34.6128617
246,"west champaran, bihar",27.1543104,84.3542049
247,sümerli ,33.4010291,44.3966322
248,"İzmir, Türkiye",38.423734,27.142826
249,"New York, USA",40.7127753,-74.0059728
250,"Ukraine, Dnipro",48.464717,35.046183
251,Latvija,56.879635,24.603189
252,"Ankara, Türkiye",39.9333635,32.8597419
253,Slovenská republika,48.669026,19.699024
254,Guadeloupe,16.265,-61.55099999999999
255,"Беларусь, Минск",53.9006011,27.558972
256,"Украина, Киев",50.4501,30.5234
257,"Brno, Czech Republic",49.1950602,16.6068371
258,"Russia Crimea Sevastopol
Россия Крым Севастополь",44.61665,33.525367
259,España,40.46366700000001,-3.74922
260,"Baku, Azerbaijan",40.40926169999999,49.8670924
261,Pakistan,30.375321,69.34511599999999
262,"Ulm, Deutschland",48.4010822,9.987607599999999
263,"м. Миколаїв, Україна",46.975033,31.994583
264,Ulaanbaatar,47.88639879999999,106.9057439
265,Odessa,46.482526,30.7233095
266,северный город ,69.3481175,88.20125340000001
267,Iraq,33.223191,43.679291
268,"Zeist, Nederland",52.0906015,5.2332526
269,"San Diego, CA",32.715738,-117.1610838
270,Крым,45.3453029,34.4997274
271,Zhytomyr,50.25465,28.658667
272,Martinique,14.641528,-61.024174
273,"Los Angeles, CA",34.0522342,-118.2436849
274,"Eastern, Kingdom of Saudi Arabia",23.1669688,49.36531489999999
275,"Одесса, Украина",46.482526,30.7233095
276,"Dortmund, Deutschland",51.5135872,7.465298100000001
277, Türkiye,38.963745,35.243322
278,"Буча, Ізяслав",50.55333299999999,30.213517
279,"Poland, OH",41.0242258,-80.61479539999999
280,Боденвердер,51.9808093,9.5088879
281,"Gothenburg, Sweden",57.70887,11.97456
282,Sosnowiec,50.28626380000001,19.1040791
283,"Чернушинский район, Пермский к",56.5247968,56.11917889999999
284,Hong Kong,22.3193039,114.1693611
285,город на Оке,54.36120619047295,39.91108301015362
286,Poland ,51.919438,19.145136
287,"Washington, DC and Murrlyn ",38.9071923,-77.0368707
288,"Tekirdağ, Türkiye",40.9780919,27.511674
289,Москва,55.755826,37.6173
290,"Moscow, RUS",55.755826,37.6173
291,"Prague, Czech Republic",50.0755381,14.4378005
292,"Idaho, USA",44.0682019,-114.7420408
293,"Ярославская область, Россия",57.8991523,38.8388633
294,"43.364375,-5.838212",43.364014,-5.838084299999999
295,#Pakistan,30.375321,69.34511599999999
296,France ,46.227638,2.213749
297,palestine,31.952162,35.233154
298,"Manchester, UK",53.4807593,-2.2426305
299,Schweiz,46.818188,8.227511999999999
300,"Россия липецкая область, задон",52.3877634,38.9198715
301,Turkey,38.963745,35.243322
302,MiNsK,53.9006011,27.558972
303,"Shekhupura, Pakistan",31.7166617,73.98502429999999
304,Karjala,63.15587019999999,32.9905552
305,UK,55.378051,-3.435973
306,"Warszawa, Polska",52.2296756,21.0122287
307,"金門縣, 台灣",24.34877912595629,118.3285644254523
308,St-Cyprien Pyrénées-Orientales,42.61783,3.004182
309,"Tel-Aviv, Israel",32.0852999,34.78176759999999
310,"Ile-de-France, France",48.8499198,2.6370411
311,Germany,51.165691,10.451526
312,İstanbul,41.0082376,28.9783589
313,"Reinfeld (Holstein), Deutschla",53.8310338,10.4916224
314,Indonesia,-0.789275,113.921327
315,under the Ukrainian flag,48.379433,31.16558
316,"Seaton Carew, England",54.6607742,-1.1935112
317,大日本帝国 東京府 下北沢,35.665786,139.6698627
318, المنصورة-مصر,31.0409483,31.3784704
319,Симферополь,44.952117,34.102417
320,"جدة, المملكة العربية السعودية",21.485811,39.19250479999999
321,"Трир,Германия",49.749992,6.6371433
322,"Lawrence, KS.",38.9716689,-95.2352501
323,Ukraina,48.379433,31.16558
324,"Woerden, Netherlands",52.0798287,4.8627239
325,uk,55.378051,-3.435973
326,"Santiago, Metropolitana de Santiago",-33.4488897,-70.6692655
327,"Ghazi, Pakistan",34.0207274,72.65946459999999
328,Olsztyn,53.778422,20.4801193
329,"Istanbul, Turkey",41.0082376,28.9783589
330,"Bulgaria🇧🇬, Europa Este 🇪🇺",42.733883,25.48583
331,"Eugene, OR",44.0520691,-123.0867536
332,Italy,41.87194,12.56738
333,"Benito Juárez, Quintana Roo",21.1398997,-86.8663978
334,"Bologna, Emilia Romagna",44.494887,11.3426163
335,Bishkek/Alanya,42.8746212,74.5697617
336,"Manhattan, NY",40.7830603,-73.9712488
337,Kazakhstan. Temirtau,50.0509609,72.9660737
338,"Los Ángeles, Chile",-37.4629159,-72.3612251
339,"Кемерово, Россия",55.3443282,86.06208649999999
340,富山県富山市太田口通り1-1-10,36.6881341,137.2144407
341,Polska Europa Ameryka ,51.919438,19.145136
342,Iraq Sulaymaniyah,35.5557603,45.4351181
343,Актобе,50.2839339,57.166978
344,Luxembourg,49.815273,6.129582999999999
345,"NYC, USA",40.7127753,-74.0059728
346,Сибирь,61.01370970000001,99.1966559
347,Europe,54.5259614,15.2551187
348,"Bremen, Deutschland",53.07929619999999,8.8016937
349,"Solana Beach, CA",32.991155,-117.2711481
350,"Запоріжжя, Україна",47.8388,35.139567
351,Norwalk CT,41.11774399999999,-73.4081575
352,"Chairotitlán, Mexico",23.634501,-102.552784
353,大阪,34.6937249,135.5022535
354,Nicaragua,12.865416,-85.207229
355,"Mardin, Türkiye",37.312903,40.733951
356,"Poznań, Polska",52.406374,16.9251681
357,Moscow,55.755826,37.6173
358,Colombia🇨🇴,4.570868,-74.297333
359,México 🇲🇽,23.634501,-102.552784
360,tokyo,35.6803997,139.7690174
361,"Burla, România",47.7878333,25.9255153
362,UA - Kyiv,50.4501,30.5234
363,Novosibirsk,54.9832693,82.8963831
364,Kirovograd,48.50793300000001,32.262317
365,8JJF8Q59+M6,42.3091875,69.7680625
366,湘南エリア,35.3712428,139.3044253
367,India,20.593684,78.96288
368,Kristiansand,58.15991189999999,8.0182064
369,"Alanya, Türkiye",36.544443,31.995408
370,"Monterrey, Nuevo León",25.6866142,-100.3161126
371,"Glace Bay/Guelph, Canada",46.1969191,-59.9570044
372,Japan,36.204824,138.252924
373,"Philadelphia, PA",39.9525839,-75.1652215
374,"Chile, SANTIAGO",-33.4488897,-70.6692655
375,"Melle, Germany",52.2033222,8.337266399999999
376,BARCELONA,41.3873974,2.168568
377,борется за Свободную Россию,61.52401,105.318756
378,"Springfield, VA",38.7892801,-77.18720359999999
379,Чернiгiв Україна,51.4982,31.28935
380,"Вроцлав, Київ",51.1078852,17.0385376
381,"Liepāja, Latvija",56.5046678,21.010806
382,"Vilnius, Lithuania",54.6871555,25.2796514
383,📍Kinshasa🇨🇩,-4.4419311,15.2662931
384,MEXÍCO / MONTERREY,25.6866142,-100.3161126
385,Украіна,48.379433,31.16558
386,Украина. Харьков,49.9935,36.230383
387,prsk hq gi,-1.2869965,36.8083865
388, 🇹🇷🇹🇷🇹🇷  BÜYÜK TÜRKİYE,38.963745,35.243322
389,Gaziantep,37.065953,37.37811
390,"Удомля, Тверская область",57.8708994,35.0060287
391,"UKRAINE, KIEV",50.4501,30.5234
392,Arizona,34.0489281,-111.0937311
393,"Roma, Lazio",41.9027835,12.4963655
394,Baviera,48.7904472,11.4978895
395,"Владимир, Россия",56.1428026,40.3895795
396,Prague,50.0755381,14.4378005
397,North Jersey,40.0583238,-74.4056612
398,"Toronto, ON",43.653226,-79.3831843
399,"Konin, Polska",52.2230334,18.2510729
400,At the right place,-43.52,172.6311
401,"Como, Italy",45.8080597,9.0851765
402,"Chicago, IL",41.8781136,-87.6297982
403,Ethiopia ,9.145000000000001,40.489673
404,"Kallstadt, Deutschland",49.4912517,8.177503999999999
405,"Россия, Казань",55.7878944,49.12332929999999
406,"Fair Lawn, NJ",40.9403762,-74.1318096
407,"Астрахань, Россия",46.3586008,48.0569482
408,İstanbul ,41.0082376,28.9783589
409,Dubai/Moscow/Istanbul/Paris,41.0082376,28.9783589
410,Sweden,60.12816100000001,18.643501
411,‼️ Karabakh is Azerbaijan 🇦🇿,40.143105,47.576927
412,Magnitka City,55.3492196,59.69448059999999
413,Munich | München,48.1351253,11.5819806
414,Lithuania,55.169438,23.881275
415,"Bordighera, Liguria",43.7806979,7.6722799
416,"Петрозаводск, Россия",61.77816170000001,34.3640396
417,Armenia/Canada,40.069099,45.038189
418,"Dnipropetrovsk, Ukraine",48.464717,35.046183
419,"Miami, Florida",25.7616798,-80.1917902
420,JAPAN富山呉東,36.69213939999999,137.2265349
421,"Budapest, Hungary",47.497912,19.040235
422,Незалежна та сильна Україна!,48.379433,31.16558
423,Royaume du Maroc,31.791702,-7.092619999999999
424,The Netherlands,52.132633,5.291265999999999
425,Orlando FL,28.5383832,-81.3789269
426,横浜、秋葉原,35.4436739,139.6379639
427,"Johannesburg, South Africa",-26.2041028,28.0473051
428,Brasil,-14.235004,-51.92528
429,Минск ,53.9006011,27.558972
430,Mexico,23.634501,-102.552784
431,Ankara Anıtkabir,39.925054,32.8369439
432,"Washington, DC / MD / VA",38.9071923,-77.0368707
433,神奈 川崎市 幸区,35.5482343,139.6860325
434,"Bulgaria, Sofia",42.6977082,23.3218675
435,"Hawaii, USA",19.8967662,-155.5827818
436,"אגני המרכז הבינלאומי ע""ש רוריך",31.9521108,34.906551
437,Kärnten,46.722203,14.1805881
438,"москва, россия",55.755826,37.6173
439,Asheville,35.5950581,-82.5514869
440,京セラドーム,34.6692804,135.4761427
441,Caracas - ItaloVenezolano,10.4540302,-66.867857
442,Fair Isle ,59.5339001,-1.6332962
443,Алма-Ата,43.2220146,76.8512485
444,Кемерово,55.3443282,86.06208649999999
445,"Ялта, Украіна",44.4909462,34.1532686
446,Mariupol,47.097133,37.543367
447,California ,36.778261,-119.4179324
448,"Tennessee, USA",35.5174913,-86.5804473
449,3- буй на 14 фонтана..,58.48078109999999,41.5260976
450,JHB,-26.2041028,28.0473051
451,Харьківщина.,50.8047212,34.713125
452,"Edmonton, Alberta",53.5461245,-113.4938229
453,Arica,-18.4782534,-70.3125988
454,Istanbul,41.0082376,28.9783589
455,"CA to Avondale La, UAE",29.91298339999999,-90.2036868
456,Valencia,28.5210228,-81.4656363
457,Israel ישראל,31.046051,34.851612
458,日本,36.204824,138.252924
459,Amsterdam,52.3675734,4.9041389
460,"Milano, Lombardia",45.4642035,9.189982
461,"Koszalin, Poland",54.1943219,16.1714908
462,"Rio de Janeiro, Brasil",-22.9068467,-43.1728965
463,"Seoul, Republic of Korea",37.566535,126.9779692
464,Philly burbs,39.9525839,-75.1652215
465,"Saryan 24/5, Yerevan, Armenia",40.1839617,44.5048374
466,Швейцария,46.818188,8.227511999999999
467,"Hamburg, Germany",53.5510846,9.9936818
468,Киев . ,50.4501,30.5234
469,"Booterstown, co. Dublin",53.3088177,-6.1966947
470,"Warsaw, Poland",52.2296756,21.0122287
471,"Mersin, Türkiye",36.8121041,34.6414811
472,"Курск, Россия",51.7482395,36.1947023
473,Jerusalem,31.768319,35.21371
474,baku,40.40926169999999,49.8670924
475,"Saint Petersburg, Russia",59.9310584,30.3609097
476,NL\EE\IL,40.6331249,-89.3985283
477,Заун,11.0502049,10.8430302
478,Katowice,50.26489189999999,19.0237815
479,Ukraine ,48.379433,31.16558
480,"Fayetteville, NC",35.0526641,-78.87835849999999
481,Johannesburg ,-26.2041028,28.0473051
482,Мариуполь .,47.097133,37.543367
483,"Hamburg, Deutschland",53.5510846,9.9936818
484,Erfurt Deutschland,50.98476789999999,11.0298799
485,🎈Mogadishu Somalia ,2.0469343,45.3181623
486,"Prudnik gmina, Polska",50.3289555,17.5361112
487,"Томск, Россия",56.4884295,84.9480469
488,Warsaw,52.2296756,21.0122287
489,"Калужская область, Россия",54.3872666,35.1889094
490,"Mogadishu, Somalia",2.0469343,45.3181623
491,Kaunas,54.8985207,23.9035965
492,"Магнитогорск, Россия",53.3927214,59.06230669999999
493,"Краснодар, Россия",45.036035,38.97457060000001
494,"Berlin, Germany",52.52000659999999,13.404954
495,"Ukraine. Lugansk, Lviv.",48.574041,39.307815
496,"Belfast, Northern Ireland",54.59728500000001,-5.93012
497,"China Grove, TX",29.3888459,-98.34890229999999
498,"Anupgarh, India",29.18115329999999,73.1998604
499,LEMBERG,49.839683,24.029717
500,Paris,48.856614,2.3522219
501,ISRAEL,31.046051,34.851612
502,1720,34.0231429,-118.2417334
503,Донецк,48.015883,37.80285
504,"茨城県古河市　koga-city,Ibaraki JAPAN",36.1787948,139.7557348
505,"Washington, DC",38.9071923,-77.0368707
506,"Россия, Omsk",54.9913545,73.3645204
507,"Karlsruhe, Baden-Württemberg",49.0068901,8.4036527
508,UK.,55.378051,-3.435973
509,mexico,23.634501,-102.552784
510,Italia,41.87194,12.56738
511,"Yerevan, Armenia",40.1872023,44.515209
512,"Grants Pass,  OR",42.4390069,-123.3283925
513,Estonia,58.595272,25.013607
514,神奈川,35.4913535,139.284143
515,Ucrania ,48.379433,31.16558
516,Torun,53.0137902,18.5984437
517,Switzerland somewhere,46.818188,8.227511999999999
518,Харків # Kharkiv ,49.9935,36.230383
519,"Киев, Украина",50.4501,30.5234
520,!!! UKRAINE !!!,48.379433,31.16558
521,"Нагорный Карабах, Азербайджан",40.143105,47.576927
522,Dublin,53.3498053,-6.2603097
523,Тбилиси,41.7151377,44.827096
524,Saudi Arabia,23.885942,45.079162
525,"Kalisz, Polska",51.76727990000001,18.0853462
526,澳門,22.198745,113.543873
527,"New York, USA ",40.7127753,-74.0059728
528,"Guelph, Ontario",43.5448048,-80.24816659999999
529,Motherland Russia ,48.7423446,44.5370302
530,"Las Vegas, NV",36.1699412,-115.1398296
531,"Alicante, España",38.3459963,-0.4906855
532,"Клин, Россия",56.33250640000001,36.7277096
533,埼玉県熊谷市,36.1471963,139.3889796
534,Simferopol' Ukraine,44.952117,34.102417
535,"Toronto, Ontario",43.653226,-79.3831843
536,Все будет Украина,48.379433,31.16558
537, Україна  Мукачево,48.4493055,22.7117106
538,Russia  ,61.52401,105.318756
539,Жемчужина у моря ,44.64432679999999,37.9311355
540,Algeria,28.033886,1.659626
541,"Владивосток, Россия",43.1332484,131.9112975
542,"Украина, Кривой Рог",47.910483,33.391783
543,Kirobaghdad,33.315241,44.3660671
544,"Konya, Türkiye",37.8746429,32.4931554
545,"Amsterdam, Nederland",52.3675734,4.9041389
546,La Suiza Centroamericana,9.855402999999999,-83.610896
547,Рио де Жанейро,-22.9068467,-43.1728965
548,"Reich, Deutschland",51.165691,10.451526
549,Russia ,61.52401,105.318756
550,Рідна Україна,46.3278493,32.659563
551,Ярославль,57.62607440000001,39.8844708
552,Britain,55.378051,-3.435973
553,ПМЖ - Одесса,46.482526,30.7233095
554,"Sigulda, Latvija",57.1495626,24.8603325
555,Львів,49.839683,24.029717
556,"Kazan, Russia, Worldwide",55.7878944,49.12332929999999
557,Sevastopol,44.61665,33.525367
558,Одеса,46.482526,30.7233095
559,Kosovo,42.6026359,20.902977
560,Житомир,50.25465,28.658667
561,"Ismailia , Egypt",30.5964923,32.2714587
562,Западное Самоа,-13.759029,-172.104629
563,Adriatica,33.1967945,-96.7053069
564,Ukrain,48.379433,31.16558
565,Portugal,39.39987199999999,-8.224454
566,"Odesa, Ukraine",46.482526,30.7233095
567,"Oporto, Portugal",41.1579438,-8.629105299999999
568,Bratislava,48.1485965,17.1077477
569,"Entre #Toulouse et #Montauban,",44.0221252,1.3529599
570,Lithuania ,55.169438,23.881275
571,"Менск, ВКЛ",53.9006011,27.558972
572,VORONEZH,51.6683487,39.19192880000001
573,"Орехово-Зуевский район, Россия",55.6198364,39.0864783
574,"San Antonio, TX",29.4241219,-98.49362819999999
575,Jelgava,56.6511091,23.7213541
576,"Магадан, Россия",59.55943970000001,150.8127537
577,Algún lugar en el sur de España,40.46366700000001,-3.74922
578,Glasgow,55.864237,-4.251806
579, Bergacker 16 8046 Zurich,47.4160486,8.5076874
580,ОДЕССА,46.482526,30.7233095
581,"Oregon, USA",43.8041334,-120.5542012
582,@lemberg,49.839683,24.029717
583,"Turku, Finland",60.4518126,22.2666303
584,Abbey Wood,51.4926116,0.1188182
585,Lviv,49.839683,24.029717
586,"Tbilisi, Georgia",41.7151377,44.827096
587,United Kingdom,55.378051,-3.435973
588,"Utrecht, the Netherlands",52.09073739999999,5.1214201
589,УКРАЇНА БІЛА ЦЕРКВА,49.7967977,30.1310853
590,"Latvia, LV",56.879635,24.603189
591,Кременчуг,49.065783,33.410033
592,Брянск,53.2635306,34.41611
593,г Самара,53.203772,50.1606382
594,"Texas, USA",31.9685988,-99.9018131
595,Rīga. Latvija. Eiropa.,56.9496487,24.1051864
596,м. Одеса ,46.482526,30.7233095
597,Португалия,39.39987199999999,-8.224454
